-2.518969516247644980e-01 -5.781202586473067617e-01
-3.910889669602962693e-01 1.743476947122705623e+00
3.860303121135517102e-01 2.084018530338962005e+00
7.541214332828665157e-01 -7.720406439702567347e-01
-1.706085930735077527e+00 -1.159119415548429677e+00
1.004056148009123239e+00 1.031915860011022756e+00
-3.911566271858831767e-01 1.028293160818703367e+00
1.470267713241235896e-01 -4.794480390410959525e-01
-4.687562856851465454e-01 8.600970357844115455e-01
-8.028431714973141009e-01 -2.534793827810768452e-01
-1.253808013891206108e-01 -9.455881247341668683e-01
-1.080471462471178645e+00 9.023977572008620163e-01
-5.324705255224986278e-01 2.117727382022719596e+00
-2.052562921769062854e+00 -1.666461160031090238e-01
2.706849839399938062e+00 6.281327087844595924e-01
6.418055114450044174e-01 -9.050999018104389782e-01
-5.472598883029544670e-01 4.967269541347468786e-01
1.871245217641948067e-01 -7.328451475428806594e-01
7.207875987587121225e-01 -1.223082037904631214e+00
1.133702990776603636e+00 5.281867344521977703e-01
-8.548599013156001902e-01 1.602815536926138762e+00
-4.458727825776644949e-01 6.858737647681736327e-01
-1.136644593609185572e+00 3.664796056435919852e-04
-9.827759969320349898e-01 2.231555243446201153e+00
9.028258592331454002e-01 -5.379091569515422888e-01
1.780090913585254675e-01 -6.268054051231990442e-01
2.154846443259471833e+00 -6.102588558227414195e-01
6.812092925867574422e-01 1.035125074773921350e+00
1.617811882404930068e-01 8.330293241751475231e-01
2.605967279791280067e+00 6.835088855389145346e-01
8.641648782095375791e-01 -1.560931447214108703e+00
6.663193209198146061e-01 -5.382346255173922067e-01
3.308656204484647367e-01 -1.063048893618331103e+00
-9.286022737931388660e-01 1.715950166352582018e+00
-9.713925659501077003e-01 -1.522332873870511083e+00
-8.551960407780934137e-01 1.541990408031232107e+00
-2.795102145235835445e-01 1.062710416141073422e+00
2.381269587690183209e-01 1.996652285369566515e+00
-1.306482305088495721e+00 -1.632923996816882051e+00
2.029544184919912730e+00 -1.046358385922232292e+00
-2.852567664249612278e-01 2.090539149200246083e+00
2.142341936452114015e-01 -2.405099480267083589e-01
-7.553253400105579551e-01 -3.464185035185445294e-01
5.366145791755184968e-02 -2.115113097712377321e+00
-1.382920098115867358e+00 1.482495496083449993e+00
3.435391865584498938e-01 1.962753160993943868e-01
1.669046360928131689e-01 1.845018592822426362e-01
-1.097693023064908013e+00 -1.908008821232767049e+00
6.775351138956380304e-01 2.610548032267648311e-02
-1.348407206060123764e-01 3.905278427337409708e-01
8.077059142577140971e-01 7.295967531703868858e-02
-1.385378556914915293e+00 -1.329660058824793323e+00
5.587694064430670515e-01 1.024810278337215719e+00
-3.443163697330519496e-02 6.884084244168481304e-01
-1.740565412550584279e-01 7.801397150660992486e-01
-9.258742588099070359e-01 1.862864138493953492e+00
-8.480769834036314681e-01 6.059653494949336361e-01
4.075864497857779045e-01 8.078427433410448888e-01
9.079694464765430961e-01 5.038257538223935850e-01
3.934607601553278267e-01 -6.305066330018959109e-01
-2.984357443122198639e-01 2.914147573738069819e-02
6.610291979302003185e-01 -3.329208003892321632e-01
-2.736464445063238049e+00 -9.851528548352678216e-01
-5.508760030855311962e-01 9.420449773403259952e-01
-1.235614261466593922e+00 -7.984279607352327002e-01
-9.332372163009188260e-01 9.550565092637360864e-01
-7.294663369422550447e-01 -7.201097480739455658e-01
-2.198815484191403713e-01 2.927951308453091150e-01
3.026654485851825171e-01 1.693722925204034890e+00
7.290237321354454680e-01 -8.630912690663913311e-01
-5.803829832256629517e-01 1.209027284571865035e+00
-4.567647974128553889e-02 1.242099025529287519e-02
7.833160508104224373e-01 -7.089537376785921552e-01
2.785009667748607587e+00 1.523750457880385545e+00
-3.116048149309961698e-02 1.939932310992620312e+00
8.021293698822711260e-01 -1.667536780828645648e+00
-1.133817161583788868e+00 6.104779075384634268e-01
-1.552757504931956134e-01 -1.013228012500692277e+00
1.886953094492242466e-01 -7.588720562104660505e-01
1.975239857479754724e-01 2.302987265350905588e+00
2.662067792224988572e-01 4.125801614290497965e-01
-3.157914390811257521e-02 6.498258334908454392e-01
3.056315115097357205e-01 2.431776138404923848e-01
1.752014422675642447e+00 6.955467245457797043e-01
-9.932634999733660486e-01 1.967995049913400518e-01
1.585812394016060001e+00 9.296578406361021285e-01
-2.018168244037391812e+00 7.401220570561067857e-01
-1.319061367837870147e-01 -1.335091734630614146e+00
-1.005186917256265966e+00 -7.417897046689249096e-01
2.369956304133372660e-01 2.007804690071804399e-01
-1.391519061113073219e+00 1.474864710635899745e-01
5.868472954039040124e-01 -1.621347825454473979e+00
-1.029577156962552031e+00 -1.524855536758840779e+00
8.343545216262672204e-01 -1.404318310852580853e-01
-1.398289678271604775e+00 -2.193107160960704183e-01
1.606779861236061091e+00 -1.115709967462835239e+00
-3.765186752492390432e-01 2.303363435924070390e-01
2.165421117012678032e+00 -1.267240175823345139e+00
6.511179479432686046e-01 -3.193180445930332567e-01
-1.972605103609383459e+00 -8.668850353083267235e-01
